picker,ai_difficulty,ai_deck,games,wins,losses,draws,timeouts,win_rate,avg_elapsed_sec,avg_turns,avg_actions
random,VeryEasy,Red Deck Wins,1,0,0,1,1,0.0,45.59809269999823,2.0,5.0
