game,format,winner_seat,winner_agent,winner_deck,turns,elapsed_sec,seats,decks,error
1,standard,player1,random,modern_mono_red_burn,1,0.9,"{""player1"": ""random"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
2,standard,player1,random,modern_mono_red_burn,1,0.01,"{""player1"": ""random"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
3,standard,player2,random,modern_azorius_control,1,0.01,"{""player1"": ""world_model"", ""player2"": ""random""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
4,standard,player2,random,modern_azorius_control,1,0.03,"{""player1"": ""world_model"", ""player2"": ""random""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
