game,format,winner_seat,winner_agent,winner_deck,turns,elapsed_sec,seats,decks,error
19,standard,player1,kg_heuristic,modern_mono_red_burn,4,0.07,"{""player1"": ""kg_heuristic"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
20,standard,player1,kg_heuristic,modern_mono_red_burn,6,0.12,"{""player1"": ""kg_heuristic"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
21,standard,player1,kg_heuristic,modern_mono_red_burn,4,0.35,"{""player1"": ""kg_heuristic"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
22,standard,player1,kg_heuristic,modern_mono_red_burn,15,0.7,"{""player1"": ""kg_heuristic"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
23,standard,player1,kg_heuristic,modern_mono_red_burn,7,0.08,"{""player1"": ""kg_heuristic"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
24,standard,player2,heuristic,modern_azorius_control,10,0.18,"{""player1"": ""kg_heuristic"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
25,standard,player1,kg_heuristic,modern_mono_red_burn,7,0.81,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
26,standard,player1,kg_heuristic,modern_mono_red_burn,5,0.67,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
27,standard,player1,kg_heuristic,modern_mono_red_burn,5,0.52,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
28,standard,player1,kg_heuristic,modern_mono_red_burn,5,0.67,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
29,standard,player1,kg_heuristic,modern_mono_red_burn,5,0.54,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
30,standard,player1,kg_heuristic,modern_mono_red_burn,7,0.83,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
31,standard,player1,kg_heuristic,modern_mono_red_burn,4,0.1,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
32,standard,player1,kg_heuristic,modern_mono_red_burn,5,0.1,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
33,standard,player1,kg_heuristic,modern_mono_red_burn,4,0.07,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
34,standard,player1,kg_heuristic,modern_mono_red_burn,6,0.11,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
35,standard,player1,kg_heuristic,modern_mono_red_burn,10,0.21,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
36,standard,player1,kg_heuristic,modern_mono_red_burn,5,0.1,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
37,standard,player1,world_model,modern_mono_red_burn,7,3.4,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
38,standard,player1,world_model,modern_mono_red_burn,11,3.52,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
39,standard,player1,world_model,modern_mono_red_burn,7,3.29,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
40,standard,player1,world_model,modern_mono_red_burn,13,3.82,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
41,standard,player1,world_model,modern_mono_red_burn,6,0.79,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
42,standard,player1,world_model,modern_mono_red_burn,16,1.64,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
43,standard,player1,world_model,modern_mono_red_burn,12,8.5,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
44,standard,player1,world_model,modern_mono_red_burn,5,0.6,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
45,standard,player1,world_model,modern_mono_red_burn,7,0.68,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
46,standard,player1,world_model,modern_mono_red_burn,11,1.19,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
47,standard,player1,world_model,modern_mono_red_burn,8,0.92,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
48,standard,player1,world_model,modern_mono_red_burn,6,0.64,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
49,standard,player2,active_inference,modern_azorius_control,15,8.47,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
50,standard,player1,world_model,modern_mono_red_burn,8,3.93,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
51,standard,player1,world_model,modern_mono_red_burn,16,4.95,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
52,standard,player1,world_model,modern_mono_red_burn,7,0.84,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
53,standard,player1,world_model,modern_mono_red_burn,11,1.56,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
54,standard,player1,world_model,modern_mono_red_burn,14,4.92,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
55,standard,player1,active_inference,modern_mono_red_burn,11,0.94,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
56,standard,player1,active_inference,modern_mono_red_burn,8,0.13,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
57,standard,player1,active_inference,modern_mono_red_burn,8,0.76,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
58,standard,player1,active_inference,modern_mono_red_burn,8,0.72,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
59,standard,player1,active_inference,modern_mono_red_burn,5,0.08,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
60,standard,player1,active_inference,modern_mono_red_burn,7,0.11,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
61,standard,player1,active_inference,modern_mono_red_burn,5,0.07,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
62,standard,player1,active_inference,modern_mono_red_burn,7,0.13,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
63,standard,player1,active_inference,modern_mono_red_burn,13,1.08,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
64,standard,player1,active_inference,modern_mono_red_burn,9,0.18,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
65,standard,player1,active_inference,modern_mono_red_burn,4,0.07,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
66,standard,player1,active_inference,modern_mono_red_burn,8,1.78,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
67,standard,player1,active_inference,modern_mono_red_burn,6,0.71,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
68,standard,player1,active_inference,modern_mono_red_burn,5,0.63,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
69,standard,player1,active_inference,modern_mono_red_burn,4,0.49,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
70,standard,player1,active_inference,modern_mono_red_burn,11,1.35,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
71,standard,player1,active_inference,modern_mono_red_burn,6,0.75,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
72,standard,player1,active_inference,modern_mono_red_burn,10,0.97,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
