game,format,winner_seat,winner_agent,winner_deck,turns,elapsed_sec,seats,decks,error
1,commander,player2,heuristic,atraxa-praetors-voice_core,7,2.43,"{""player1"": ""random"", ""player2"": ""heuristic"", ""player3"": ""random"", ""player4"": ""heuristic""}","{""player1"": ""krenko-mob-boss_core"", ""player2"": ""atraxa-praetors-voice_core"", ""player3"": ""urza-lord-high-artificer_core"", ""player4"": ""meren-of-clan-nel-toth_core""}",
2,commander,player2,random,atraxa-praetors-voice_core,7,1.26,"{""player1"": ""heuristic"", ""player2"": ""random"", ""player3"": ""heuristic"", ""player4"": ""random""}","{""player1"": ""krenko-mob-boss_core"", ""player2"": ""atraxa-praetors-voice_core"", ""player3"": ""urza-lord-high-artificer_core"", ""player4"": ""meren-of-clan-nel-toth_core""}",
