game,format,winner_seat,winner_agent,winner_deck,turns,elapsed_sec,seats,decks,error
43,standard,player1,world_model,modern_mono_red_burn,15,6.61,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
44,standard,player1,world_model,modern_mono_red_burn,7,0.75,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
45,standard,player1,world_model,modern_mono_red_burn,13,1.34,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
46,standard,player1,world_model,modern_mono_red_burn,13,3.86,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
47,standard,player1,world_model,modern_mono_red_burn,8,3.39,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
48,standard,player1,world_model,modern_mono_red_burn,10,5.67,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
49,standard,player1,world_model,modern_mono_red_burn,10,1.05,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
50,standard,player1,world_model,modern_mono_red_burn,8,0.97,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
51,standard,player1,world_model,modern_mono_red_burn,8,3.82,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
52,standard,player1,world_model,modern_mono_red_burn,10,11.33,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
53,standard,player2,active_inference,modern_azorius_control,8,1.06,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
54,standard,player1,world_model,modern_mono_red_burn,8,0.93,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
55,standard,player1,active_inference,modern_mono_red_burn,10,0.9,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
56,standard,player1,active_inference,modern_mono_red_burn,6,0.1,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
57,standard,player1,active_inference,modern_mono_red_burn,8,0.74,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
58,standard,player1,active_inference,modern_mono_red_burn,6,0.1,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
59,standard,player2,heuristic,modern_azorius_control,10,0.23,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
60,standard,player1,active_inference,modern_mono_red_burn,5,0.67,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
61,standard,player2,kg_heuristic,modern_azorius_control,11,1.06,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
62,standard,player1,active_inference,modern_mono_red_burn,7,0.16,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
63,standard,player1,active_inference,modern_mono_red_burn,6,0.7,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
64,standard,player1,active_inference,modern_mono_red_burn,8,0.13,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
65,standard,player1,active_inference,modern_mono_red_burn,8,0.12,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
66,standard,player1,active_inference,modern_mono_red_burn,5,0.1,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
67,standard,player1,active_inference,modern_mono_red_burn,8,0.9,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
68,standard,player1,active_inference,modern_mono_red_burn,10,4.35,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
69,standard,player1,active_inference,modern_mono_red_burn,11,1.4,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
70,standard,player1,active_inference,modern_mono_red_burn,11,1.34,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
71,standard,player1,active_inference,modern_mono_red_burn,14,1.43,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
72,standard,player1,active_inference,modern_mono_red_burn,13,1.52,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
