game,format,winner_seat,winner_agent,winner_deck,turns,elapsed_sec,seats,decks,error
57,standard,player1,active_inference,modern_mono_red_burn,13,4.01,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
58,standard,player1,active_inference,modern_mono_red_burn,4,0.08,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
59,standard,player1,active_inference,modern_mono_red_burn,11,0.23,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
60,standard,player1,active_inference,modern_mono_red_burn,8,0.15,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
61,standard,player1,active_inference,modern_mono_red_burn,7,0.12,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
62,standard,player1,active_inference,modern_mono_red_burn,5,0.1,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
63,standard,player2,kg_heuristic,modern_azorius_control,13,2.32,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
64,standard,player1,active_inference,modern_mono_red_burn,7,0.86,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
65,standard,player2,kg_heuristic,modern_azorius_control,9,2.41,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
66,standard,player1,active_inference,modern_mono_red_burn,6,0.12,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
67,standard,player1,active_inference,modern_mono_red_burn,6,0.77,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
68,standard,player1,active_inference,modern_mono_red_burn,8,1.04,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
69,standard,player1,active_inference,modern_mono_red_burn,7,1.08,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
70,standard,player1,active_inference,modern_mono_red_burn,8,1.07,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
71,standard,player1,active_inference,modern_mono_red_burn,6,0.69,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
72,standard,player1,active_inference,modern_mono_red_burn,8,4.25,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
